,Cenefas,Enlaces,id,Nombre,Other
6197,488A12 - Br. Chuniza I,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6198,488A12,Br. Chuniza I,
6198,514A12 - Br. Los Molinos I Sector,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6197,514A12,Br. Los Molinos I Sector,
6199,515A12 - Br. Diana Turbay,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6202,515A12,Br. Diana Turbay,
6200,075A03 - Br. Tibabuyes Universal,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6195,075A03,Br. Tibabuyes Universal,
6201,101A06 - IED Antonio Van Uden Sede B,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6196,101A06,IED Antonio Van Uden Sede B,
6202,182A11 - Br. Arborizadora Alta,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6200,182A11,Br. Arborizadora Alta,
6203,183A11 - Br. Arborizadora Alta,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6201,183A11,Br. Arborizadora Alta,
6204,186A04 - Br. Florencia,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6203,186A04,Br. Florencia,
6205,222A12 - Br. La Fiscala Sector Rodríguez,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6185,222A12,Br. La Fiscala Sector Rodríguez,
6206,242A12 - Br. Palermo Sur,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6192,242A12,Br. Palermo Sur,
6207,246A04 - Br. Bochica IV Etapa,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6190,246A04,Br. Bochica IV Etapa,
6208,253A12 - Br. Palermo Sur,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6184,253A12,Br. Palermo Sur,
6209,254A12 - Br. Palermo Sur,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6189,254A12,Br. Palermo Sur,
6210,265A10 - Br. La Fragua,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6187,265A10,Br. La Fragua,
6211,291A04 - Br. Bochica III,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6193,291A04,Br. Bochica III,
6212,296A04 - Pq. San Andrés,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6186,296A04,Pq. San Andrés,
6213,297A04 - Hospital Engativá,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6194,297A04,Hospital Engativá,
6214,355A12 - Las Colinas - Sector Divino Niño,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6188,355A12,Las Colinas,Sector Divino Niño
6215,464A12 - Br. Palermo Sur,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6199,464A12,Br. Palermo Sur,
6216,472A05 - Parque Normandía,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6191,472A05,Parque Normandía,
6217,473A05 - Parque Normandía,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6198,473A05,Parque Normandía,
6218,482A12 - Br. Betania,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6197,482A12,Br. Betania,
6219,606A03 - Urb. Rodesia I Etapa,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6202,606A03,Urb. Rodesia I Etapa,
6220,150A07 - Conjunto Residencial Santafé del Tintal,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6232,150A07,Conjunto Residencial Santafé del Tintal,
6221,191A04 - Br. Bochica III,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6228,191A04,Br. Bochica III,
6222,192A12 - Br. El Líbano,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6231,192A12,Br. El Líbano,
6223,198A12 - Br. Chuniza I,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6224,198A12,Br. Chuniza I,
6224,217A07 - El Porvenir,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6239,217A07,El Porvenir,
6225,218A07 - El Porvenir,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6237,218A07,El Porvenir,
6226,261A06 - Urb. Puente Aranda,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6242,261A06,Urb. Puente Aranda,
6227,279A04 - Colegio Distrital Nidia Quintero de Turbay,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6229,279A04,Colegio Distrital Nidia Quintero de Turbay,
6228,289A07 - JARDINES DE CASTILLA,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6243,289A07,JARDINES DE CASTILLA,
6229,293A03 - PARQUE NUEVA TIBABUYES S-N,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6236,293A03,PARQUE NUEVA TIBABUYES S-N,
6230,294A03 - PARQUE NUEVA TIBABUYES N-S,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6238,294A03,PARQUE NUEVA TIBABUYES N-S,
6231,301A04 - Hospital Engativá,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6227,301A04,Hospital Engativá,
6232,315A03 - Br. La Gaitana,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6234,315A03,Br. La Gaitana,
6233,402A12 - Hsp. Rafael Uribe Uribe - Lomas,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6235,402A12,Hsp. Rafael Uribe Uribe,Lomas
6234,403A12 - Hsp. Rafael Uribe Uribe - Lomas,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6240,403A12,Hsp. Rafael Uribe Uribe,Lomas
6235,409A04 - Estación Quirigua,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6230,409A04,Estación Quirigua,
6236,414A03 - Parques del Campo,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6241,414A03,Parques del Campo,
6237,435B12 - Br. Diana Turbay Arrayanes,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6233,435B12,Br. Diana Turbay Arrayanes,
6238,446A05 - Br. Villa Luz,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6225,446A05,Br. Villa Luz,
6239,481A12 - Desarrollo Betania,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6226,481A12,Desarrollo Betania,
6240,140A07 - NUEVO SOL,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6262,140A07,NUEVO SOL,
6241,199A12 - Br. El Líbano,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6246,199A12,Br. El Líbano,
6242,200A12 - Br. El Líbano,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6251,200A12,Br. El Líbano,
6243,203A12 - Br. Gran Yomasa I,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6259,203A12,Br. Gran Yomasa I,
6244,204A12 - Br. La Cabaña,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6254,204A12,Br. La Cabaña,
6245,209A06 - Br. Batavia,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6255,209A06,Br. Batavia,
6246,252A05 - Br. Clarita,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6244,252A05,Br. Clarita,
6247,264A10 - Br. La Fragua,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6247,264A10,Br. La Fragua,
6248,278A04 - IED NIDIA QUINTERO DE TURBAY,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6245,278A04,IED NIDIA QUINTERO DE TURBAY,
6249,282A06 - Br. Puente Aranda,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6263,282A06,Br. Puente Aranda,
6250,283A06 - Br. Salitre Occidental Cl 24B,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6253,283A06,Br. Salitre Occidental Cl 24B,
6251,284A06 - Br. Ismael Perdomo,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6261,284A06,Br. Ismael Perdomo,
6252,300A04 - Ciudad Bachué II Etapa,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6250,300A04,Ciudad Bachué II Etapa,
6253,302A04 - Br. Bochica,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6248,302A04,Br. Bochica,
6254,356A12 - Bosque San Carlos,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6249,356A12,Bosque San Carlos,
6255,364A05 - Br. Villa Luz,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6258,364A05,Br. Villa Luz,
6256,402A11 - Br. Olaya,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6257,402A11,Br. Olaya,
6257,427A04 - Br. Primavera,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6252,427A04,Br. Primavera,
6258,611A03 - Br. Compartir Suba,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6260,611A03,Br. Compartir Suba,
6259,612A03 - Urb. Hato Chico,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6256,612A03,Urb. Hato Chico,
6260,014B12 - Instituto Los Ángeles,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6275,014B12,Instituto Los Ángeles,
6261,114A03 - Br. Rincón de Santa Inés,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6266,114A03,Br. Rincón de Santa Inés,
6262,115A03 - Br. Rincón de Santa Inés,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6271,115A03,Br. Rincón de Santa Inés,
6263,159A07 - PIO XII,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6277,159A07,PIO XII,
6264,160A07 - PIO XII,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6278,160A07,PIO XII,
6265,161A07 - VILLA GALANTE,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6272,161A07,VILLA GALANTE,
6266,162A07 - VILLA GALANTE,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6274,162A07,VILLA GALANTE,
6267,165A07 - NUEVO SOL,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6267,165A07,NUEVO SOL,
6268,193A04 - Br. Primavera Norte,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6283,193A04,Br. Primavera Norte,
6269,195A04 - Br. Ciudad Bachué II Etapa,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6265,195A04,Br. Ciudad Bachué II Etapa,
6270,201A12 - Br. Chicó Sur,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6276,201A12,Br. Chicó Sur,
6271,202A12 - Br. El Líbano,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6264,202A12,Br. El Líbano,
6272,228A12 - La Fiscala Alta,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6269,228A12,La Fiscala Alta,
6273,231A06 - Br. La Primavera II,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6270,231A06,Br. La Primavera II,
6274,273A07 - Br. Los Ejidos,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6280,273A07,Br. Los Ejidos,
6275,277A04 - PARQUE FLORENCIA,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6281,277A04,PARQUE FLORENCIA,
6276,304A06 - BELEN,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6279,304A06,BELEN,
6277,306A06 - VILLA CARMENZA,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6268,306A06,VILLA CARMENZA,
6278,410A04 - Estación Carrera 90,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6282,410A04,Estación Carrera 90,
6279,423A12 - Parque Metropolitano Bosque de San Carlos,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6273,423A12,Parque Metropolitano Bosque de San Carlos,
6280,163A07 - CATANIA,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6288,163A07,CATANIA,
6281,189A07 - Br. La Pampa,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6303,189A07,Br. La Pampa,
6282,190A07 - Br. La Pampa,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6301,190A07,Br. La Pampa,
6283,194A04 - Br. Quirigua,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6291,194A04,Br. Quirigua,
6284,206A12 - Br. El Curubo,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6286,206A12,Br. El Curubo,
6285,207A12 - Br. El Curubo,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6295,207A12,Br. El Curubo,
6286,257A04 - Br. La Soledad Norte,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6298,257A04,Br. La Soledad Norte,
6287,269A10 - Br. Venecia,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6296,269A10,Br. Venecia,
6288,272A05 - Br. El Encanto,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6284,272A05,Br. El Encanto,
6289,273A05 - Br. El Encanto,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6285,273A05,Br. El Encanto,
6290,276A04 - Br. Florencia,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6287,276A04,Br. Florencia,
6291,304A12 - Br. Los Pijaos,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6289,304A12,Br. Los Pijaos,
6292,305A12 - Br. Los Pijaos,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6297,305A12,Br. Los Pijaos,
6293,366A06 - Villemar,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6299,366A06,Villemar,
6294,367A06 - SENA FONTIBON,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6302,367A06,SENA FONTIBON,
6295,426A04 - Estación Carrera 90,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6293,426A04,Estación Carrera 90,
6296,427A05 - La Reliquia,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6300,427A05,La Reliquia,
6297,530A09 - Br. Timiza,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6290,530A09,Br. Timiza,
6298,547A08 - Kennedy Super Manzana 1,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6294,547A08,Kennedy Super Manzana 1,
6299,548A08 - Kennedy Américas Occidental,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6292,548A08,Kennedy Américas Occidental,
6300,136A10 - Br. El Carmen,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6322,136A10,Br. El Carmen,
6301,140A10 - Br. El Carmen,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6306,140A10,Br. El Carmen,
6302,189A04 - Br. Quirigua oriental,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6307,189A04,Br. Quirigua oriental,
6303,190A04 - Br. Quirigua oriental,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6313,190A04,Br. Quirigua oriental,
6304,208A12 - Br. Compostela I,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6316,208A12,Br. Compostela I,
6305,209A12 - Br. Compostela I,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6319,209A12,Br. Compostela I,
6306,249A04 - Br. Quirigua oriental,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6318,249A04,Br. Quirigua oriental,
6307,258A04 - Br. La Soledad Norte,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6312,258A04,Br. La Soledad Norte,
6308,304A04 - Br. Bachué I y II,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6305,304A04,Br. Bachué I y II,
6309,368A06 - Colegio Teresita de Lisieux,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6310,368A06,Colegio Teresita de Lisieux,
6310,377A12 - Br. San Felipe de Usme,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6321,377A12,Br. San Felipe de Usme,
6311,378A12 - Br. El Bosque,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6315,378A12,Br. El Bosque,
6312,384A12 - Br. El Bosque,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6311,384A12,Br. El Bosque,
6313,385A12 - Desarrollo San Felipe,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6320,385A12,Desarrollo San Felipe,
6314,411A04 - AV. C. Cali,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6314,411A04,AV. C. Cali,
6315,414A00 - Parque La Perla,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6304,414A00,Parque La Perla,
6316,423A05 - La Reliquia,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6308,423A05,La Reliquia,
6317,428A05 - La Reliquia,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6317,428A05,La Reliquia,
6318,446A09 - Br. La Alquería,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6323,446A09,Br. La Alquería,
6319,677A00 - Br. Santa Isabel Sur,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6309,677A00,Br. Santa Isabel Sur,
6320,021B04 - Br. Ciudad Bachué I Etapa,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6336,021B04,Br. Ciudad Bachué I Etapa,
6321,046A13 - Br. Las Lomas,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6342,046A13,Br. Las Lomas,
6322,192A13 - Desarrollo San Isidro II Sector,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6331,192A13,Desarrollo San Isidro II Sector,
6323,193A13 - Br. San Isidro,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6325,193A13,Br. San Isidro,
6324,214A12 - Br. El Bosque,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6332,214A12,Br. El Bosque,
6325,215A12 - Br. Compostela I,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6339,215A12,Br. Compostela I,
6326,216A12 - Br. Yomasita,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6340,216A12,Br. Yomasita,
6327,250A04 - Br. Quirigua oriental,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6329,250A04,Br. Quirigua oriental,
6328,286A05 - CARACOLI,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6335,286A05,CARACOLI,
6329,294A04 - Br. Bachué I y II,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6328,294A04,Br. Bachué I y II,
6330,379A12 - Br. Casaloma,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6341,379A12,Br. Casaloma,
6331,383A12 - Br. Casaloma,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6338,383A12,Br. Casaloma,
6332,386A12 - Br. El Bosque,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6334,386A12,Br. El Bosque,
6333,412A04 - Br. La Granja II,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6337,412A04,Br. La Granja II,
6334,419A00 - Parque Zonal Santa Isabel,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6324,419A00,Parque Zonal Santa Isabel,
6335,420A00 - Br. Santa Isabel,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6333,420A00,Br. Santa Isabel,
6336,451A09 - Br. Ospina Perez,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6327,451A09,Br. Ospina Perez,
6337,452A09 - Br. Ospina Perez,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6330,452A09,Br. Ospina Perez,
6338,511A03 - Pq. Lagos de Suba,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6343,511A03,Pq. Lagos de Suba,
6339,560A13 - Br. La Península El Paraíso,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6326,560A13,Br. La Península El Paraíso,
6340,027A12 - Br. El Portal del Divino,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6348,027A12,Br. El Portal del Divino,
6341,028A12 - Br. El Portal del Divino,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6353,028A12,Br. El Portal del Divino,
6342,181B04 - Parque Estadio Tabora,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6360,181B04,Parque Estadio Tabora,
6343,209A13 - Br. 20 de Julio,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6347,209A13,Br. 20 de Julio,
6344,254A04 - Br. La Granja,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6352,254A04,Br. La Granja,
6345,255A04 - Estación Granja - Cra. 77,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6363,255A04,Estación Granja,Cra. 77
6346,259A04 - Br. Tabora,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6345,259A04,Br. Tabora,
6347,260A04 - IED TABORA SEDE A,https://www.transmilenio.gov.co/loader.php?lServicio=Rutas&lTipo=busqueda&lFuncion=paradas&paradero=6349,260A04,IED TABORA SEDE A,
